concept id	representation id	en	kanji	kana
FMA72668	BP10506	left supramarginal gyrus	left supramarginal gyrus	left supramarginal gyrus
FMA72669	BP10541	right angular gyrus	right angular gyrus	right angular gyrus
FMA72670	BP10539	left angular gyrus	left angular gyrus	left angular gyrus
FMA72671	BP10536	right superior parietal lobule	right superior parietal lobule	right superior parietal lobule
FMA72672	BP10534	left superior parietal lobule	left superior parietal lobule	left superior parietal lobule
FMA72685	BP10520	right middle temporal gyrus	right middle temporal gyrus	right middle temporal gyrus
FMA72686	BP10517	left middle temporal gyrus	left middle temporal gyrus	left middle temporal gyrus
FMA72687	BP10553	right inferior temporal gyrus	right inferior temporal gyrus	right inferior temporal gyrus
FMA72688	BP10504	left inferior temporal gyrus	left inferior temporal gyrus	left inferior temporal gyrus
FMA72689	BP10522	right fusiform gyrus	right fusiform gyrus	right fusiform gyrus
FMA72690	BP10521	left fusiform gyrus	left fusiform gyrus	left fusiform gyrus
FMA72705	BP10518	right parahippocampal gyrus	right parahippocampal gyrus	right parahippocampal gyrus
FMA72706	BP10508	left parahippocampal gyrus	left parahippocampal gyrus	left parahippocampal gyrus
FMA72713	BP10499	right hippocampus	right hippocampus	right hippocampus
FMA72714	BP10528	left hippocampus	left hippocampus	left hippocampus
FMA72717	BP10555	right cingulate gyrus	right cingulate gyrus	right cingulate gyrus
FMA72718	BP10546	left cingulate gyrus	left cingulate gyrus	left cingulate gyrus
FMA72906	BP10516	right internal capsule	right internal capsule	right internal capsule
FMA72907	BP10532	left internal capsule	left internal capsule	left internal capsule
FMA72952	BP7414	orbital part of right eye	orbital part of right eye	orbital part of right eye
FMA72953	BP7368	orbital part of left eye	orbital part of left eye	orbital part of left eye
FMA72969	BP10514	right frontal lobe	right frontal lobe	right frontal lobe
FMA72970	BP10527	left frontal lobe	left frontal lobe	left frontal lobe
FMA72971	BP10519	right temporal lobe	right temporal lobe	right temporal lobe
FMA72972	BP10505	left temporal lobe	left temporal lobe	left temporal lobe
FMA72973	BP10537	right parietal lobe	right parietal lobe	right parietal lobe
FMA72974	BP10507	left parietal lobe	left parietal lobe	left parietal lobe
FMA72975	BP10509	right occipital lobe	right occipital lobe	right occipital lobe
FMA72976	BP10550	left occipital lobe	left occipital lobe	left occipital lobe
FMA72977	BP10549	right insula	right insula	right insula
FMA72978	BP10554	left insula	left insula	left insula
FMA72979	BP10157	integumentary system	integumentary system	integumentary system
FMA72980	BP10502	right limbic lobe	right limbic lobe	right limbic lobe
FMA72981	BP10531	left limbic lobe	left limbic lobe	left limbic lobe
FMA73055	BP9741	anterior part of right knee	anterior part of right knee	anterior part of right knee
FMA73056	BP9730	anterior part of left knee	anterior part of left knee	anterior part of left knee
FMA73086	BP9464	right foot proper	right foot proper	right foot proper
FMA73087	BP9650	left foot proper	left foot proper	left foot proper
FMA73103	BP9563	posterior thoracic wall	posterior thoracic wall	posterior thoracic wall
FMA73422	BP10545	right superior colliculus	right superior colliculus	right superior colliculus
FMA73423	BP10493	left superior colliculus	left superior colliculus	left superior colliculus
FMA73434	BP10495	right inferior colliculus	right inferior colliculus	right inferior colliculus
FMA73435	BP10551	left inferior colliculus	left inferior colliculus	left inferior colliculus
FMA73703	BP9597	wall of right side of heart	wall of right side of heart	wall of right side of heart
FMA73704	BP9848	wall of left side of heart	wall of left side of heart	wall of left side of heart
FMA74657	BP10156	integument	外皮	がいひ
FMA74912	BP10078	trunk of anterior interventricular branch of left coronary artery	trunk of anterior interventricular branch of left coronary artery	trunk of anterior interventricular branch of left coronary artery
FMA75007	BP6681	cavity of neuraxis	cavity of neuraxis	cavity of neuraxis
FMA76574	BP10637	trunk of gastroduodenal artery	trunk of gastroduodenal artery	trunk of gastroduodenal artery
FMA77380	BP6915	right popliteal artery	right popliteal artery	right popliteal artery
FMA77381	BP6850	left popliteal artery	left popliteal artery	left popliteal artery
FMA78121	BP10636	superior phrenic vein	superior phrenic vein	superior phrenic vein
FMA78435	BP9644	musculature of anterior abdominal wall	musculature of anterior abdominal wall	musculature of anterior abdominal wall
FMA78449	BP10503	right lateral ventricle	right lateral ventricle	right lateral ventricle
FMA78450	BP10543	left lateral ventricle	left lateral ventricle	left lateral ventricle
FMA78454	BP6685	third ventricle	第三脳室	だい３のうしつ
FMA78467	BP6684	cerebral aqueduct	中脳水道;脳水道	ちゅうのうすいどう;のうすいどう
FMA78469	BP6686	fourth ventricle	第四脳室	だい４のうしつ
FMA78497	BP6682	central canal of spinal cord	脊髄の中心管	せきずいのちゅうしんかん
FMA79063	BP10020	deep fascial system	deep fascial system	deep fascial system
FMA79065	BP9740	patellar part of right knee	patellar part of right knee	patellar part of right knee
FMA79066	BP9729	patellar part of left knee	patellar part of left knee	patellar part of left knee
FMA79181	BP9673	skeleton of right hand proper	skeleton of right hand proper	skeleton of right hand proper
FMA79182	BP9545	skeleton of left hand proper	skeleton of left hand proper	skeleton of left hand proper
FMA79269	BP9319	content of thorax	content of thorax	content of thorax
FMA79273	BP9318	content of mediastinum	content of mediastinum	content of mediastinum
FMA79274	BP9435	content of superior mediastinum	content of superior mediastinum	content of superior mediastinum
FMA79275	BP9317	content of inferior mediastinum	content of inferior mediastinum	content of inferior mediastinum
FMA79276	BP9903	content of anterior mediastinum	content of anterior mediastinum	content of anterior mediastinum
FMA79277	BP9733	content of posterior mediastinum	content of posterior mediastinum	content of posterior mediastinum
FMA79278	BP9306	content of middle mediastinum	content of middle mediastinum	content of middle mediastinum
FMA79876	BP7432	brainstem	脳幹	のうかん
FMA79979	BP6971	sternocostal part of right pectoralis major	sternocostal part of right pectoralis major	sternocostal part of right pectoralis major
FMA79980	BP9708	sternocostal part of left pectoralis major	sternocostal part of left pectoralis major	sternocostal part of left pectoralis major
FMA82672	BP10380	superior systemic venous tree	superior systemic venous tree	superior systemic venous tree
FMA82673	BP10389	inferior systemic venous tree	inferior systemic venous tree	inferior systemic venous tree
FMA82695	BP10055	trunk of right portal vein	trunk of right portal vein	trunk of right portal vein
FMA82697	BP10211	trunk of left portal vein	trunk of left portal vein	trunk of left portal vein
FMA82706	BP6746	caudate lobe branch of right portal vein	caudate lobe branch of right portal vein	caudate lobe branch of right portal vein
FMA83447	BP9602	myocardium of right ventricle proper	myocardium of right ventricle proper	myocardium of right ventricle proper
FMA83448	BP9850	myocardium of left ventricle proper	myocardium of left ventricle proper	myocardium of left ventricle proper
FMA83902	BP10494	midbrain tectum	midbrain tectum	midbrain tectum
FMA84842	BP9605	free wall of right ventricle	free wall of right ventricle	free wall of right ventricle
FMA84850	BP9846	free wall of left ventricle	free wall of left ventricle	free wall of left ventricle
FMA84856	BP9601	subendocardial layer of myocardium of right ventricle	subendocardial layer of myocardium of right ventricle	subendocardial layer of myocardium of right ventricle
FMA84857	BP9855	subendocardial layer of myocardium of left ventricle	subendocardial layer of myocardium of left ventricle	subendocardial layer of myocardium of left ventricle
FMA84931	BP9604	myocardium of free wall of right ventricle	myocardium of free wall of right ventricle	myocardium of free wall of right ventricle
FMA84932	BP9849	myocardium of free wall of left ventricle	myocardium of free wall of left ventricle	myocardium of free wall of left ventricle
FMA85008	BP9310	compartment of thorax	compartment of thorax	compartment of thorax
FMA85031	BP7518	compartment of abdomen	compartment of abdomen	compartment of abdomen
FMA85055	BP9363	right pulmopleural compartment	right pulmopleural compartment	right pulmopleural compartment
FMA85056	BP9418	left pulmopleural compartment	left pulmopleural compartment	left pulmopleural compartment
FMA86056	BP9999	myocardial zone 4	myocardial zone 4	myocardial zone 4
FMA86063	BP9857	myocardial zone 11	myocardial zone 11	myocardial zone 11
FMA86064	BP9843	myocardial zone 12	myocardial zone 12	myocardial zone 12
FMA86917	BP9645	musculature of abdomen	腹部の筋	ふくぶのきん
FMA87178	BP9844	myocardium of lateral wall of left ventricle	myocardium of lateral wall of left ventricle	myocardium of lateral wall of left ventricle
FMA87179	BP10000	myocardium of inferior wall of left ventricle	myocardium of inferior wall of left ventricle	myocardium of inferior wall of left ventricle
FMA87217	BP6895	descending thoracic aorta	descending thoracic aorta	descending thoracic aorta
FMA87542	BP9590	anterior thoracic wall	anterior thoracic wall	anterior thoracic wall
FMA87543	BP9386	anterior chest wall	anterior chest wall	anterior chest wall
FMA87552	BP9564	posterior chest	posterior chest	posterior chest
FMA87598	BP9348	skeletal system of trunk	skeletal system of trunk	skeletal system of trunk
FMA228642	BP9303	vasculature of body	vasculature of body	vasculature of body
FMA230986	BP10212	middle phalanx of right little toe	middle phalanx of right little toe	middle phalanx of right little toe
FMA230988	BP10111	middle phalanx of left little toe	middle phalanx of left little toe	middle phalanx of left little toe
FMA231424	BP9314	body proper	body proper	body proper
FMA242180	BP10513	cortex of right cerebral hemisphere	cortex of right cerebral hemisphere	cortex of right cerebral hemisphere
FMA242182	BP10526	cortex of left cerebral hemisphere	cortex of left cerebral hemisphere	cortex of left cerebral hemisphere
FMA242184	BP10497	subcortex of right cerebral hemisphere	subcortex of right cerebral hemisphere	subcortex of right cerebral hemisphere
FMA242186	BP10490	subcortex of left cerebral hemisphere	subcortex of left cerebral hemisphere	subcortex of left cerebral hemisphere
FMA242207	BP10512	cortex of right frontal lobe	cortex of right frontal lobe	cortex of right frontal lobe
FMA242209	BP10525	cortex of left frontal lobe	cortex of left frontal lobe	cortex of left frontal lobe
FMA242609	BP10501	right archicortex	right archicortex	right archicortex
FMA242611	BP10530	left archicortex	left archicortex	left archicortex
FMA242625	BP10511	right prefrontal cortex	right prefrontal cortex	right prefrontal cortex
FMA242627	BP10524	left prefrontal cortex	left prefrontal cortex	left prefrontal cortex
FMA242675	BP6680	ventricular system of neuraxis	ventricular system of neuraxis	ventricular system of neuraxis
FMA242787	BP6683	ventricular system of brain	ventricular system of brain	ventricular system of brain
FMA259054	BP9532	wall of abdomen	wall of abdomen	wall of abdomen
FMA259209	BP9312	thoracic segment of trunk	thoracic segment of trunk	thoracic segment of trunk
FMA259211	BP9534	abdominal segment of trunk	abdominal segment of trunk	abdominal segment of trunk
FMA259248	BP7519	content of abdomen	content of abdomen	content of abdomen
FMA260124	BP7093	right orbital content	right orbital content	right orbital content
FMA260127	BP7108	left orbital content	left orbital content	left orbital content
FMA260456	BP9320	body cavity content	body cavity content	body cavity content
FMA260791	BP10496	white matter of right cerebral hemisphere	white matter of right cerebral hemisphere	white matter of right cerebral hemisphere
FMA260794	BP10489	white matter of left cerebral hemisphere	white matter of left cerebral hemisphere	white matter of left cerebral hemisphere
FMA261139	BP10500	right hippocampal formation	right hippocampal formation	right hippocampal formation
FMA261141	BP10529	left hippocampal formation	left hippocampal formation	left hippocampal formation
FMA265130	BP9362	respiratory tract	respiratory tract	respiratory tract
FMA265228	BP9330	pancreaticobiliary system	pancreaticobiliary system	pancreaticobiliary system
FMA270201	BP10086	basicranial part of head proper	basicranial part of head proper	basicranial part of head proper
